entry_name,entry_kind,execution_owner,provenance_owner,notes
"HYPGEOM.DIST","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"HYPGEOMDIST","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"IFS","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"IMABS","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"IMAGINARY","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"IMARGUMENT","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"IMCONJUGATE","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"IMCOS","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"IMCOSH","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"IMCOT","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"IMCSC","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"IMCSCH","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"IMDIV","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"IMEXP","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"IMLN","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"IMLOG10","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"IMLOG2","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"IMPOWER","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"IMPRODUCT","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"IMREAL","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"IMSEC","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"IMSECH","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"IMSIN","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"IMSINH","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"IMSQRT","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"IMSUB","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"IMSUM","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"IMTAN","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"INTRATE","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"ISO.CEILING","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"ISOWEEKNUM","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"KURT","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"LEFT, LEFTB","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"LEN, LENB","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"LOGINV","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"LOGNORM.DIST","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"LOGNORM.INV","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"LOGNORMDIST","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"LOWER","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"MDETERM","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"MID, MIDB","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"MINUTE","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"MINVERSE","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"MMULT","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"MODE","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"MONTH","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"MUNIT","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"NEGBINOM.DIST","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"NEGBINOMDIST","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"NETWORKDAYS","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"NETWORKDAYS.INTL","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"NORM.DIST","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"NORM.INV","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"NORM.S.DIST","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"NORM.S.INV","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"NORMDIST","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"NORMINV","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"NORMSDIST","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"NORMSINV","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"OCT2BIN","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"OCT2DEC","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"OCT2HEX","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"PERCENTILE","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"PERCENTRANK","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"POISSON","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"POISSON.DIST","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"PRICEDISC","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"PROPER","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"QUARTILE","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"RECEIVED","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"REPLACE, REPLACEB","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"REPT","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"RIGHT, RIGHTB","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"SEARCH, SEARCHB","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"SECOND","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"SERIESSUM","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"SKEW","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"SKEW.P","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"SLN","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"STEYX","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"SUBSTITUTE","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"SUMPRODUCT","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"SUMX2MY2","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"SUMX2PY2","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"SUMXMY2","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"SYD","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"T.DIST","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"T.DIST.2T","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"T.DIST.RT","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"T.INV","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"T.INV.2T","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"TBILLEQ","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"TBILLPRICE","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"TBILLYIELD","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"TDIST","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"TIME","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"TINV","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"TRIM","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"TRIMMEAN","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"UNICODE","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"UPPER","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"VDB","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"VLOOKUP","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"WEEKDAY","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"WEEKNUM","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"WORKDAY","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"WORKDAY.INTL","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"YEAR","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
"YEARFRAC","function","W051","W16/W17/W24 lineage","First-pass hidden non-deferred catalog_only row; no later complete packet found in this pass."
