"snapshot_id","snapshot_generation","source_commit_short","source_commit_full","source_tree_state","lane_id","entry_kind","registration_source_kind","surface_stable_id","xlcall_builtin_symbol","xlcall_builtin_code","canonical_surface_name","name_resolution_table_ref","semantic_trait_profile_ref","gating_profile_ref","version_marker","category","interesting","arity_min","arity_max","arg_preparation_profile","coercion_lift_profile","kernel_signature_class","determinism_class","volatility_class","host_interaction_class","thread_safety_class","fec_dependency_profile","surface_fec_dependency_profile","metadata_status","special_interface_kind","admission_interface_kind","preparation_owner","runtime_boundary_kind","arity_shape_note","interface_contract_ref","source_catalog_ref"
"oxfunc-libctx-v1","2026-03-26","6a14e66","6a14e667271be0de8adb32ccf21c6a69052cf9c7","dirty","oxfunc","built_in_function","built_in_catalog_function","FUNC.ASC","xlfAsc","214","ASC","docs/function-lane/W28_FUNCTION_NAME_LOCALIZATION_LIBRARY_SEED.csv","oxfunc.local.profile.function_surface.current_baseline.v1","oxfunc.local.gating.current_baseline.default.v1","","Text functions","false","1","1","ValuesOnlyPreAdapter","None","Custom","Deterministic","NonVolatile","ApplicationState","HostSerialized","Composite","Composite","function_meta_curated","width_conversion_host_profile","ordinary_call","oxfml_then_oxfunc","typed_host_width_conversion_mode","single text arg; host profile supplies pass-through or narrow conversion mode","docs/function-lane/FUNCTION_SLICE_WIDTH_CONVERSION_HOST_PROFILE_CONTRACT_PRELIM.md","docs/function-lane/FUNCTION_CATALOG_CURRENT_BASELINE_LOCAL.csv"
"oxfunc-libctx-v1","2026-03-26","6a14e66","6a14e667271be0de8adb32ccf21c6a69052cf9c7","dirty","oxfunc","built_in_function","built_in_catalog_function","FUNC.ASIN","xlfAsin","98","ASIN","docs/function-lane/W28_FUNCTION_NAME_LOCALIZATION_LIBRARY_SEED.csv","oxfunc.local.profile.function_surface.current_baseline.v1","oxfunc.local.gating.current_baseline.default.v1","","Math and trigonometry functions","false","1","1","ValuesOnlyPreAdapter","UnaryNumericScalarOrArrayElementwise","Custom","Deterministic","NonVolatile","None","SafePure","None","RefOnly","function_meta_extracted","ordinary","ordinary_call","oxfml_then_oxfunc","ordinary_eval","","","docs/function-lane/FUNCTION_CATALOG_CURRENT_BASELINE_LOCAL.csv"
"oxfunc-libctx-v1","2026-03-26","6a14e66","6a14e667271be0de8adb32ccf21c6a69052cf9c7","dirty","oxfunc","built_in_function","built_in_catalog_function","FUNC.ASINH","xlfAsinh","232","ASINH","docs/function-lane/W28_FUNCTION_NAME_LOCALIZATION_LIBRARY_SEED.csv","oxfunc.local.profile.function_surface.current_baseline.v1","oxfunc.local.gating.current_baseline.default.v1","","Math and trigonometry functions","false","1","1","ValuesOnlyPreAdapter","UnaryNumericScalarOrArrayElementwise","NumToNum","Deterministic","NonVolatile","None","SafePure","None","RefOnly","function_meta_extracted","ordinary","ordinary_call","oxfml_then_oxfunc","ordinary_eval","","","docs/function-lane/FUNCTION_CATALOG_CURRENT_BASELINE_LOCAL.csv"
"oxfunc-libctx-v1","2026-03-26","6a14e66","6a14e667271be0de8adb32ccf21c6a69052cf9c7","dirty","oxfunc","built_in_function","built_in_catalog_function","FUNC.ATAN","xlfAtan","18","ATAN","docs/function-lane/W28_FUNCTION_NAME_LOCALIZATION_LIBRARY_SEED.csv","oxfunc.local.profile.function_surface.current_baseline.v1","oxfunc.local.gating.current_baseline.default.v1","","Math and trigonometry functions","false","1","1","ValuesOnlyPreAdapter","UnaryNumericScalarOrArrayElementwise","NumToNum","Deterministic","NonVolatile","None","SafePure","None","RefOnly","function_meta_extracted","ordinary","ordinary_call","oxfml_then_oxfunc","ordinary_eval","","","docs/function-lane/FUNCTION_CATALOG_CURRENT_BASELINE_LOCAL.csv"
"oxfunc-libctx-v1","2026-03-26","6a14e66","6a14e667271be0de8adb32ccf21c6a69052cf9c7","dirty","oxfunc","built_in_function","built_in_catalog_function","FUNC.ATAN2","xlfAtan2","97","ATAN2","docs/function-lane/W28_FUNCTION_NAME_LOCALIZATION_LIBRARY_SEED.csv","oxfunc.local.profile.function_surface.current_baseline.v1","oxfunc.local.gating.current_baseline.default.v1","","Math and trigonometry functions","false","2","2","ValuesOnlyPreAdapter","Custom","NumsToNum","Deterministic","NonVolatile","None","SafePure","None","RefOnly","function_meta_extracted","ordinary","ordinary_call","oxfml_then_oxfunc","ordinary_eval","","","docs/function-lane/FUNCTION_CATALOG_CURRENT_BASELINE_LOCAL.csv"
"oxfunc-libctx-v1","2026-03-26","6a14e66","6a14e667271be0de8adb32ccf21c6a69052cf9c7","dirty","oxfunc","built_in_function","built_in_catalog_function","FUNC.ATANH","xlfAtanh","234","ATANH","docs/function-lane/W28_FUNCTION_NAME_LOCALIZATION_LIBRARY_SEED.csv","oxfunc.local.profile.function_surface.current_baseline.v1","oxfunc.local.gating.current_baseline.default.v1","","Math and trigonometry functions","false","1","1","ValuesOnlyPreAdapter","UnaryNumericScalarOrArrayElementwise","Custom","Deterministic","NonVolatile","None","SafePure","None","RefOnly","function_meta_extracted","ordinary","ordinary_call","oxfml_then_oxfunc","ordinary_eval","","","docs/function-lane/FUNCTION_CATALOG_CURRENT_BASELINE_LOCAL.csv"
"oxfunc-libctx-v1","2026-03-26","6a14e66","6a14e667271be0de8adb32ccf21c6a69052cf9c7","dirty","oxfunc","built_in_function","built_in_catalog_function","FUNC.AVEDEV","xlfAvedev","269","AVEDEV","docs/function-lane/W28_FUNCTION_NAME_LOCALIZATION_LIBRARY_SEED.csv","oxfunc.local.profile.function_surface.current_baseline.v1","oxfunc.local.gating.current_baseline.default.v1","","Statistical functions","false","1","255","ValuesOnlyPreAdapter","AggregateDirectAndRangeDualPolicy","NumsToNum","Deterministic","NonVolatile","None","SafePure","None","RefOnly","function_meta_extracted","ordinary","ordinary_call","oxfml_then_oxfunc","ordinary_eval","","","docs/function-lane/FUNCTION_CATALOG_CURRENT_BASELINE_LOCAL.csv"
"oxfunc-libctx-v1","2026-03-26","6a14e66","6a14e667271be0de8adb32ccf21c6a69052cf9c7","dirty","oxfunc","built_in_function","built_in_catalog_function","FUNC.AVERAGE","xlfAverage","5","AVERAGE","docs/function-lane/W28_FUNCTION_NAME_LOCALIZATION_LIBRARY_SEED.csv","oxfunc.local.profile.function_surface.current_baseline.v1","oxfunc.local.gating.current_baseline.default.v1","","Statistical functions","false","1","255","ValuesOnlyPreAdapter","AggregateDirectAndRangeDualPolicy","NumsToNum","Deterministic","NonVolatile","None","SafePure","None","RefOnly","function_meta_extracted","ordinary","ordinary_call","oxfml_then_oxfunc","ordinary_eval","","","docs/function-lane/FUNCTION_CATALOG_CURRENT_BASELINE_LOCAL.csv"
"oxfunc-libctx-v1","2026-03-26","6a14e66","6a14e667271be0de8adb32ccf21c6a69052cf9c7","dirty","oxfunc","built_in_function","built_in_catalog_function","FUNC.AVERAGEA","xlfAveragea","361","AVERAGEA","docs/function-lane/W28_FUNCTION_NAME_LOCALIZATION_LIBRARY_SEED.csv","oxfunc.local.profile.function_surface.current_baseline.v1","oxfunc.local.gating.current_baseline.default.v1","","Statistical functions","false","1","255","ValuesOnlyPreAdapter","AggregateDirectAndRangeDualPolicy","NumsToNum","Deterministic","NonVolatile","None","SafePure","None","RefOnly","function_meta_extracted","ordinary","ordinary_call","oxfml_then_oxfunc","ordinary_eval","","","docs/function-lane/FUNCTION_CATALOG_CURRENT_BASELINE_LOCAL.csv"
"oxfunc-libctx-v1","2026-03-26","6a14e66","6a14e667271be0de8adb32ccf21c6a69052cf9c7","dirty","oxfunc","built_in_function","built_in_catalog_function","FUNC.AVERAGEIF","xlfAverageif","483","AVERAGEIF","docs/function-lane/W28_FUNCTION_NAME_LOCALIZATION_LIBRARY_SEED.csv","oxfunc.local.profile.function_surface.current_baseline.v1","oxfunc.local.gating.current_baseline.default.v1","","Statistical functions","false","","","","","","","","","","","","catalog_only","ordinary","ordinary_call","oxfml_then_oxfunc","ordinary_eval","","","docs/function-lane/FUNCTION_CATALOG_CURRENT_BASELINE_LOCAL.csv"
"oxfunc-libctx-v1","2026-03-26","6a14e66","6a14e667271be0de8adb32ccf21c6a69052cf9c7","dirty","oxfunc","built_in_function","built_in_catalog_function","FUNC.AVERAGEIFS","xlfAverageifs","484","AVERAGEIFS","docs/function-lane/W28_FUNCTION_NAME_LOCALIZATION_LIBRARY_SEED.csv","oxfunc.local.profile.function_surface.current_baseline.v1","oxfunc.local.gating.current_baseline.default.v1","","Statistical functions","false","","","","","","","","","","","","catalog_only","ordinary","ordinary_call","oxfml_then_oxfunc","ordinary_eval","","","docs/function-lane/FUNCTION_CATALOG_CURRENT_BASELINE_LOCAL.csv"
"oxfunc-libctx-v1","2026-03-26","6a14e66","6a14e667271be0de8adb32ccf21c6a69052cf9c7","dirty","oxfunc","built_in_function","built_in_catalog_function","FUNC.BAHTTEXT","xlfBahttext","368","BAHTTEXT","docs/function-lane/W28_FUNCTION_NAME_LOCALIZATION_LIBRARY_SEED.csv","oxfunc.local.profile.function_surface.current_baseline.v1","oxfunc.local.gating.current_baseline.default.v1","","Text functions","false","3","3","ValuesOnlyPreAdapter","Custom","Custom","PseudoRandom","VolatileFull","ApplicationState","HostSerialized","RandomProvider","RandomProvider","function_meta_extracted","ordinary","ordinary_call","oxfml_then_oxfunc","ordinary_eval","","","docs/function-lane/FUNCTION_CATALOG_CURRENT_BASELINE_LOCAL.csv"
"oxfunc-libctx-v1","2026-03-26","6a14e66","6a14e667271be0de8adb32ccf21c6a69052cf9c7","dirty","oxfunc","built_in_function","built_in_catalog_function","FUNC.BASE","xlfBase","571","BASE","docs/function-lane/W28_FUNCTION_NAME_LOCALIZATION_LIBRARY_SEED.csv","oxfunc.local.profile.function_surface.current_baseline.v1","oxfunc.local.gating.current_baseline.default.v1","","Math and trigonometry functions","false","2","3","ValuesOnlyPreAdapter","Custom","Custom","Deterministic","NonVolatile","None","SafePure","None","RefOnly","function_meta_extracted","ordinary","ordinary_call","oxfml_then_oxfunc","ordinary_eval","","","docs/function-lane/FUNCTION_CATALOG_CURRENT_BASELINE_LOCAL.csv"
"oxfunc-libctx-v1","2026-03-26","6a14e66","6a14e667271be0de8adb32ccf21c6a69052cf9c7","dirty","oxfunc","built_in_function","built_in_catalog_function","FUNC.BESSELI","xlfBesseli","428","BESSELI","docs/function-lane/W28_FUNCTION_NAME_LOCALIZATION_LIBRARY_SEED.csv","oxfunc.local.profile.function_surface.current_baseline.v1","oxfunc.local.gating.current_baseline.default.v1","","Engineering functions","false","","","","","","","","","","","","catalog_only","ordinary","ordinary_call","oxfml_then_oxfunc","ordinary_eval","","","docs/function-lane/FUNCTION_CATALOG_CURRENT_BASELINE_LOCAL.csv"
"oxfunc-libctx-v1","2026-03-26","6a14e66","6a14e667271be0de8adb32ccf21c6a69052cf9c7","dirty","oxfunc","built_in_function","built_in_catalog_function","FUNC.BESSELJ","xlfBesselj","425","BESSELJ","docs/function-lane/W28_FUNCTION_NAME_LOCALIZATION_LIBRARY_SEED.csv","oxfunc.local.profile.function_surface.current_baseline.v1","oxfunc.local.gating.current_baseline.default.v1","","Engineering functions","false","","","","","","","","","","","","catalog_only","ordinary","ordinary_call","oxfml_then_oxfunc","ordinary_eval","","","docs/function-lane/FUNCTION_CATALOG_CURRENT_BASELINE_LOCAL.csv"
"oxfunc-libctx-v1","2026-03-26","6a14e66","6a14e667271be0de8adb32ccf21c6a69052cf9c7","dirty","oxfunc","built_in_function","built_in_catalog_function","FUNC.BESSELK","xlfBesselk","426","BESSELK","docs/function-lane/W28_FUNCTION_NAME_LOCALIZATION_LIBRARY_SEED.csv","oxfunc.local.profile.function_surface.current_baseline.v1","oxfunc.local.gating.current_baseline.default.v1","","Engineering functions","false","","","","","","","","","","","","catalog_only","ordinary","ordinary_call","oxfml_then_oxfunc","ordinary_eval","","","docs/function-lane/FUNCTION_CATALOG_CURRENT_BASELINE_LOCAL.csv"
"oxfunc-libctx-v1","2026-03-26","6a14e66","6a14e667271be0de8adb32ccf21c6a69052cf9c7","dirty","oxfunc","built_in_function","built_in_catalog_function","FUNC.BESSELY","xlfBessely","427","BESSELY","docs/function-lane/W28_FUNCTION_NAME_LOCALIZATION_LIBRARY_SEED.csv","oxfunc.local.profile.function_surface.current_baseline.v1","oxfunc.local.gating.current_baseline.default.v1","","Engineering functions","false","","","","","","","","","","","","catalog_only","ordinary","ordinary_call","oxfml_then_oxfunc","ordinary_eval","","","docs/function-lane/FUNCTION_CATALOG_CURRENT_BASELINE_LOCAL.csv"
"oxfunc-libctx-v1","2026-03-26","6a14e66","6a14e667271be0de8adb32ccf21c6a69052cf9c7","dirty","oxfunc","built_in_function","built_in_catalog_function","FUNC.BETA.DIST","xlfBeta_dist","525","BETA.DIST","docs/function-lane/W28_FUNCTION_NAME_LOCALIZATION_LIBRARY_SEED.csv","oxfunc.local.profile.function_surface.current_baseline.v1","oxfunc.local.gating.current_baseline.default.v1","","Statistical functions","false","","","","","","","","","","","","catalog_only","ordinary","ordinary_call","oxfml_then_oxfunc","ordinary_eval","","","docs/function-lane/FUNCTION_CATALOG_CURRENT_BASELINE_LOCAL.csv"
"oxfunc-libctx-v1","2026-03-26","6a14e66","6a14e667271be0de8adb32ccf21c6a69052cf9c7","dirty","oxfunc","built_in_function","built_in_catalog_function","FUNC.BETA.INV","xlfBeta_inv","526","BETA.INV","docs/function-lane/W28_FUNCTION_NAME_LOCALIZATION_LIBRARY_SEED.csv","oxfunc.local.profile.function_surface.current_baseline.v1","oxfunc.local.gating.current_baseline.default.v1","","Statistical functions","false","","","","","","","","","","","","catalog_only","ordinary","ordinary_call","oxfml_then_oxfunc","ordinary_eval","","","docs/function-lane/FUNCTION_CATALOG_CURRENT_BASELINE_LOCAL.csv"
"oxfunc-libctx-v1","2026-03-26","6a14e66","6a14e667271be0de8adb32ccf21c6a69052cf9c7","dirty","oxfunc","built_in_function","built_in_catalog_function","FUNC.BETADIST","xlfBetadist","270","BETADIST","docs/function-lane/W28_FUNCTION_NAME_LOCALIZATION_LIBRARY_SEED.csv","oxfunc.local.profile.function_surface.current_baseline.v1","oxfunc.local.gating.current_baseline.default.v1","","Compatibility","false","","","","","","","","","","","","catalog_only","ordinary","ordinary_call","oxfml_then_oxfunc","ordinary_eval","","","docs/function-lane/FUNCTION_CATALOG_CURRENT_BASELINE_LOCAL.csv"
"oxfunc-libctx-v1","2026-03-26","6a14e66","6a14e667271be0de8adb32ccf21c6a69052cf9c7","dirty","oxfunc","built_in_function","built_in_catalog_function","FUNC.BETAINV","xlfBetainv","272","BETAINV","docs/function-lane/W28_FUNCTION_NAME_LOCALIZATION_LIBRARY_SEED.csv","oxfunc.local.profile.function_surface.current_baseline.v1","oxfunc.local.gating.current_baseline.default.v1","","Compatibility","false","","","","","","","","","","","","catalog_only","ordinary","ordinary_call","oxfml_then_oxfunc","ordinary_eval","","","docs/function-lane/FUNCTION_CATALOG_CURRENT_BASELINE_LOCAL.csv"
"oxfunc-libctx-v1","2026-03-26","6a14e66","6a14e667271be0de8adb32ccf21c6a69052cf9c7","dirty","oxfunc","built_in_function","built_in_catalog_function","FUNC.BIN2DEC","xlfBin2dec","393","BIN2DEC","docs/function-lane/W28_FUNCTION_NAME_LOCALIZATION_LIBRARY_SEED.csv","oxfunc.local.profile.function_surface.current_baseline.v1","oxfunc.local.gating.current_baseline.default.v1","","Engineering functions","false","","","","","","","","","","","","catalog_only","ordinary","ordinary_call","oxfml_then_oxfunc","ordinary_eval","","","docs/function-lane/FUNCTION_CATALOG_CURRENT_BASELINE_LOCAL.csv"
"oxfunc-libctx-v1","2026-03-26","6a14e66","6a14e667271be0de8adb32ccf21c6a69052cf9c7","dirty","oxfunc","built_in_function","built_in_catalog_function","FUNC.BIN2HEX","xlfBin2hex","395","BIN2HEX","docs/function-lane/W28_FUNCTION_NAME_LOCALIZATION_LIBRARY_SEED.csv","oxfunc.local.profile.function_surface.current_baseline.v1","oxfunc.local.gating.current_baseline.default.v1","","Engineering functions","false","","","","","","","","","","","","catalog_only","ordinary","ordinary_call","oxfml_then_oxfunc","ordinary_eval","","","docs/function-lane/FUNCTION_CATALOG_CURRENT_BASELINE_LOCAL.csv"
"oxfunc-libctx-v1","2026-03-26","6a14e66","6a14e667271be0de8adb32ccf21c6a69052cf9c7","dirty","oxfunc","built_in_function","built_in_catalog_function","FUNC.BIN2OCT","xlfBin2oct","394","BIN2OCT","docs/function-lane/W28_FUNCTION_NAME_LOCALIZATION_LIBRARY_SEED.csv","oxfunc.local.profile.function_surface.current_baseline.v1","oxfunc.local.gating.current_baseline.default.v1","","Engineering functions","false","","","","","","","","","","","","catalog_only","ordinary","ordinary_call","oxfml_then_oxfunc","ordinary_eval","","","docs/function-lane/FUNCTION_CATALOG_CURRENT_BASELINE_LOCAL.csv"
