"function_name","tier","tier_label","reason_codes","determinism_class","volatility_class","host_interaction_class","coercion_policy_class","error_policy_class","classification_confidence","notes"
"CUBEVALUE","4","high_interest","cube_context","external_event_dependent","nonvolatile","external_provider","mixed","strict_propagate","medium","initial heuristic mapping; requires interactive review"
"DROP","4","high_interest","dynamic_array_or_spill","deterministic","nonvolatile","none","mixed","strict_propagate","low","initial heuristic mapping; requires interactive review"
"ENCODEURL","4","high_interest","external_data_or_services","external_event_dependent","nonvolatile","external_provider","mixed","strict_propagate","medium","initial heuristic mapping; requires interactive review"
"EXPAND","4","high_interest","dynamic_array_or_spill","deterministic","nonvolatile","none","mixed","strict_propagate","low","initial heuristic mapping; requires interactive review"
"FILTER","4","high_interest","dynamic_array_or_spill","deterministic","nonvolatile","none","mixed","strict_propagate","low","initial heuristic mapping; requires interactive review"
"FILTERXML","4","high_interest","external_data_or_services","external_event_dependent","nonvolatile","external_provider","mixed","strict_propagate","medium","initial heuristic mapping; requires interactive review"
"GROUPBY","4","high_interest","dynamic_array_or_spill","deterministic","nonvolatile","none","mixed","strict_propagate","low","initial heuristic mapping; requires interactive review"
"HSTACK","4","high_interest","dynamic_array_or_spill","deterministic","nonvolatile","none","mixed","strict_propagate","low","initial heuristic mapping; requires interactive review"
"ISOMITTED","4","high_interest","functional_lambda_family","deterministic","nonvolatile","none","mixed","strict_propagate","low","initial heuristic mapping; requires interactive review"
"LAMBDA","4","high_interest","functional_lambda_family","deterministic","nonvolatile","none","mixed","strict_propagate","low","initial heuristic mapping; requires interactive review"
"LET","4","high_interest","functional_lambda_family","deterministic","nonvolatile","none","mixed","strict_propagate","low","initial heuristic mapping; requires interactive review"
"MAKEARRAY","4","high_interest","functional_lambda_family","deterministic","nonvolatile","none","mixed","strict_propagate","low","initial heuristic mapping; requires interactive review"
"MAP","4","high_interest","functional_lambda_family","deterministic","nonvolatile","none","mixed","strict_propagate","low","initial heuristic mapping; requires interactive review"
"PIVOTBY","4","high_interest","dynamic_array_or_spill","deterministic","nonvolatile","none","mixed","strict_propagate","low","initial heuristic mapping; requires interactive review"
"RANDARRAY","4","high_interest","dynamic_array_or_spill","pseudo_random","volatile_full","none","mixed","strict_propagate","medium","initial heuristic mapping; requires interactive review"
"REDUCE","4","high_interest","functional_lambda_family","deterministic","nonvolatile","none","mixed","strict_propagate","low","initial heuristic mapping; requires interactive review"
"SCAN","4","high_interest","functional_lambda_family","deterministic","nonvolatile","none","mixed","strict_propagate","low","initial heuristic mapping; requires interactive review"
"SEQUENCE","4","high_interest","dynamic_array_or_spill","deterministic","nonvolatile","none","mixed","strict_propagate","low","initial heuristic mapping; requires interactive review"
"SORT","4","high_interest","dynamic_array_or_spill","deterministic","nonvolatile","none","mixed","strict_propagate","low","initial heuristic mapping; requires interactive review"
"SORTBY","4","high_interest","dynamic_array_or_spill","deterministic","nonvolatile","none","mixed","strict_propagate","low","initial heuristic mapping; requires interactive review"
"STOCKHISTORY","4","high_interest","external_data_or_services","external_event_dependent","nonvolatile","external_provider","mixed","strict_propagate","medium","initial heuristic mapping; requires interactive review"
"TAKE","4","high_interest","dynamic_array_or_spill","deterministic","nonvolatile","none","mixed","strict_propagate","low","initial heuristic mapping; requires interactive review"
"TOCOL","4","high_interest","dynamic_array_or_spill","deterministic","nonvolatile","none","mixed","strict_propagate","low","initial heuristic mapping; requires interactive review"
"TOROW","4","high_interest","dynamic_array_or_spill","deterministic","nonvolatile","none","mixed","strict_propagate","low","initial heuristic mapping; requires interactive review"
"TRANSPOSE","4","high_interest","dynamic_array_or_spill","deterministic","nonvolatile","none","mixed","strict_propagate","low","initial heuristic mapping; requires interactive review"
"TRIMRANGE","4","high_interest","dynamic_array_or_spill","deterministic","nonvolatile","none","mixed","strict_propagate","low","initial heuristic mapping; requires interactive review"
"UNIQUE","4","high_interest","dynamic_array_or_spill","deterministic","nonvolatile","none","mixed","strict_propagate","low","initial heuristic mapping; requires interactive review"
"VSTACK","4","high_interest","dynamic_array_or_spill","deterministic","nonvolatile","none","mixed","strict_propagate","low","initial heuristic mapping; requires interactive review"
"WEBSERVICE","4","high_interest","external_data_or_services","external_event_dependent","nonvolatile","external_provider","mixed","strict_propagate","medium","initial heuristic mapping; requires interactive review"
"WRAPCOLS","4","high_interest","dynamic_array_or_spill","deterministic","nonvolatile","none","mixed","strict_propagate","low","initial heuristic mapping; requires interactive review"
"WRAPROWS","4","high_interest","dynamic_array_or_spill","deterministic","nonvolatile","none","mixed","strict_propagate","low","initial heuristic mapping; requires interactive review"
"XLOOKUP","4","high_interest","dynamic_array_or_spill","deterministic","nonvolatile","none","mixed","strict_propagate","low","verify reference-output behavior and host-interaction classification (FDEF-023)"
"XMATCH","4","high_interest","dynamic_array_or_spill","deterministic","nonvolatile","none","mixed","strict_propagate","medium","W6 baseline retained tier-4 high-interest with provisional evidence (W6-XMATCH-BL-20260308); follow-on parity work remains for full adapter wildcard/binary/approximate modes."
"CELL","5","critical_interest","volatile_or_recalc_sensitive|grid_reference_sensitive","deterministic","volatile_contextual","workbook_state","mixed","strict_propagate","medium","initial heuristic mapping; requires interactive review"
"INDIRECT","5","critical_interest","volatile_or_recalc_sensitive|grid_reference_sensitive","deterministic","volatile_contextual","workbook_state","mixed","strict_propagate","low","context-sensitive reference construction; determinism vs context-dependence to review (D-012)"
"INFO","5","critical_interest","volatile_or_recalc_sensitive|grid_reference_sensitive","deterministic","volatile_contextual","workbook_state","mixed","strict_propagate","medium","initial heuristic mapping; requires interactive review"
"OFFSET","5","critical_interest","volatile_or_recalc_sensitive|grid_reference_sensitive","deterministic","volatile_contextual","workbook_state","mixed","strict_propagate","low","context-sensitive reference construction; determinism vs context-dependence to review (D-012)"
"RTD","5","critical_interest","external_data_or_services","external_event_dependent","volatile_contextual","external_provider","mixed","strict_propagate","medium","initial heuristic mapping; requires interactive review"
