"surface","file","matches","final_owner","deletion_batch","deletion_route","notes"
"EvalValue","crates/oxfunc_core/src/functions/sumproduct_family.rs","80","CalcValue/CoreValue","W099-008,W099-012,W099-015","Dispatch and kernel inputs/returns migrate to CalcValue/CoreValue; final type deletion in W099-015.","Native semantic value carrier residue."
"EvalValue","crates/oxfunc_core/src/functions/sumsq.rs","17","CalcValue/CoreValue","W099-008,W099-012,W099-015","Dispatch and kernel inputs/returns migrate to CalcValue/CoreValue; final type deletion in W099-015.","Native semantic value carrier residue."
"EvalValue","crates/oxfunc_core/src/functions/surface_dispatch_by_index_generated.rs","3","CalcValue/CoreValue","W099-008,W099-012,W099-015","Dispatch and kernel inputs/returns migrate to CalcValue/CoreValue; final type deletion in W099-015.","Native semantic value carrier residue."
"EvalValue","crates/oxfunc_core/src/functions/surface_dispatch.rs","472","CalcValue/CoreValue","W099-008,W099-012,W099-015","Dispatch and kernel inputs/returns migrate to CalcValue/CoreValue; final type deletion in W099-015.","Native semantic value carrier residue."
"EvalValue","crates/oxfunc_core/src/functions/switch_fn.rs","49","CalcValue/CoreValue","W099-008,W099-012,W099-015","Dispatch and kernel inputs/returns migrate to CalcValue/CoreValue; final type deletion in W099-015.","Native semantic value carrier residue."
"EvalValue","crates/oxfunc_core/src/functions/t_fn.rs","15","CalcValue/CoreValue","W099-008,W099-012,W099-015","Dispatch and kernel inputs/returns migrate to CalcValue/CoreValue; final type deletion in W099-015.","Native semantic value carrier residue."
"EvalValue","crates/oxfunc_core/src/functions/tan.rs","2","CalcValue/CoreValue","W099-008,W099-012,W099-015","Dispatch and kernel inputs/returns migrate to CalcValue/CoreValue; final type deletion in W099-015.","Native semantic value carrier residue."
"EvalValue","crates/oxfunc_core/src/functions/tanh.rs","2","CalcValue/CoreValue","W099-008,W099-012,W099-015","Dispatch and kernel inputs/returns migrate to CalcValue/CoreValue; final type deletion in W099-015.","Native semantic value carrier residue."
"EvalValue","crates/oxfunc_core/src/functions/test_alias_family.rs","14","CalcValue/CoreValue","W099-008,W099-012,W099-015","Dispatch and kernel inputs/returns migrate to CalcValue/CoreValue; final type deletion in W099-015.","Native semantic value carrier residue."
"EvalValue","crates/oxfunc_core/src/functions/text_b_compat_family.rs","19","CalcValue/CoreValue","W099-008,W099-012,W099-015","Dispatch and kernel inputs/returns migrate to CalcValue/CoreValue; final type deletion in W099-015.","Native semantic value carrier residue."
"EvalValue","crates/oxfunc_core/src/functions/text_compat_locale_family.rs","19","CalcValue/CoreValue","W099-008,W099-012,W099-015","Dispatch and kernel inputs/returns migrate to CalcValue/CoreValue; final type deletion in W099-015.","Native semantic value carrier residue."
"EvalValue","crates/oxfunc_core/src/functions/text_delim_family.rs","43","CalcValue/CoreValue","W099-008,W099-012,W099-015","Dispatch and kernel inputs/returns migrate to CalcValue/CoreValue; final type deletion in W099-015.","Native semantic value carrier residue."
"EvalValue","crates/oxfunc_core/src/functions/text_fn.rs","46","CalcValue/CoreValue","W099-008,W099-012,W099-015","Dispatch and kernel inputs/returns migrate to CalcValue/CoreValue; final type deletion in W099-015.","Native semantic value carrier residue."
"EvalValue","crates/oxfunc_core/src/functions/text_scalar_misc.rs","86","CalcValue/CoreValue","W099-008,W099-012,W099-015","Dispatch and kernel inputs/returns migrate to CalcValue/CoreValue; final type deletion in W099-015.","Native semantic value carrier residue."
"EvalValue","crates/oxfunc_core/src/functions/text_search_replace_family.rs","69","CalcValue/CoreValue","W099-008,W099-012,W099-015","Dispatch and kernel inputs/returns migrate to CalcValue/CoreValue; final type deletion in W099-015.","Native semantic value carrier residue."
"EvalValue","crates/oxfunc_core/src/functions/text_slice_family.rs","51","CalcValue/CoreValue","W099-008,W099-012,W099-015","Dispatch and kernel inputs/returns migrate to CalcValue/CoreValue; final type deletion in W099-015.","Native semantic value carrier residue."
"EvalValue","crates/oxfunc_core/src/functions/text_unicode_fn.rs","17","CalcValue/CoreValue","W099-008,W099-012,W099-015","Dispatch and kernel inputs/returns migrate to CalcValue/CoreValue; final type deletion in W099-015.","Native semantic value carrier residue."
"EvalValue","crates/oxfunc_core/src/functions/textjoin.rs","36","CalcValue/CoreValue","W099-008,W099-012,W099-015","Dispatch and kernel inputs/returns migrate to CalcValue/CoreValue; final type deletion in W099-015.","Native semantic value carrier residue."
"EvalValue","crates/oxfunc_core/src/functions/today_fn.rs","5","CalcValue/CoreValue","W099-008,W099-012,W099-015","Dispatch and kernel inputs/returns migrate to CalcValue/CoreValue; final type deletion in W099-015.","Native semantic value carrier residue."
"EvalValue","crates/oxfunc_core/src/functions/trimrange_fn.rs","18","CalcValue/CoreValue","W099-008,W099-012,W099-015","Dispatch and kernel inputs/returns migrate to CalcValue/CoreValue; final type deletion in W099-015.","Native semantic value carrier residue."
"EvalValue","crates/oxfunc_core/src/functions/true_fn.rs","3","CalcValue/CoreValue","W099-008,W099-012,W099-015","Dispatch and kernel inputs/returns migrate to CalcValue/CoreValue; final type deletion in W099-015.","Native semantic value carrier residue."
"EvalValue","crates/oxfunc_core/src/functions/trunc_fn.rs","8","CalcValue/CoreValue","W099-008,W099-012,W099-015","Dispatch and kernel inputs/returns migrate to CalcValue/CoreValue; final type deletion in W099-015.","Native semantic value carrier residue."
"EvalValue","crates/oxfunc_core/src/functions/type_fn.rs","15","CalcValue/CoreValue","W099-008,W099-012,W099-015","Dispatch and kernel inputs/returns migrate to CalcValue/CoreValue; final type deletion in W099-015.","Native semantic value carrier residue."
"EvalValue","crates/oxfunc_core/src/functions/unary_numeric.rs","11","CalcValue/CoreValue","W099-008,W099-012,W099-015","Dispatch and kernel inputs/returns migrate to CalcValue/CoreValue; final type deletion in W099-015.","Native semantic value carrier residue."
"EvalValue","crates/oxfunc_core/src/functions/value_fn.rs","20","CalcValue/CoreValue","W099-008,W099-012,W099-015","Dispatch and kernel inputs/returns migrate to CalcValue/CoreValue; final type deletion in W099-015.","Native semantic value carrier residue."
"EvalValue","crates/oxfunc_core/src/functions/valuetotext_fn.rs","32","CalcValue/CoreValue","W099-008,W099-012,W099-015","Dispatch and kernel inputs/returns migrate to CalcValue/CoreValue; final type deletion in W099-015.","Native semantic value carrier residue."
"EvalValue","crates/oxfunc_core/src/functions/var_fn.rs","2","CalcValue/CoreValue","W099-008,W099-012,W099-015","Dispatch and kernel inputs/returns migrate to CalcValue/CoreValue; final type deletion in W099-015.","Native semantic value carrier residue."
"EvalValue","crates/oxfunc_core/src/functions/var_p_fn.rs","4","CalcValue/CoreValue","W099-008,W099-012,W099-015","Dispatch and kernel inputs/returns migrate to CalcValue/CoreValue; final type deletion in W099-015.","Native semantic value carrier residue."
"EvalValue","crates/oxfunc_core/src/functions/var_s_fn.rs","4","CalcValue/CoreValue","W099-008,W099-012,W099-015","Dispatch and kernel inputs/returns migrate to CalcValue/CoreValue; final type deletion in W099-015.","Native semantic value carrier residue."
"EvalValue","crates/oxfunc_core/src/functions/vara_fn.rs","4","CalcValue/CoreValue","W099-008,W099-012,W099-015","Dispatch and kernel inputs/returns migrate to CalcValue/CoreValue; final type deletion in W099-015.","Native semantic value carrier residue."
"EvalValue","crates/oxfunc_core/src/functions/varp_fn.rs","2","CalcValue/CoreValue","W099-008,W099-012,W099-015","Dispatch and kernel inputs/returns migrate to CalcValue/CoreValue; final type deletion in W099-015.","Native semantic value carrier residue."
"EvalValue","crates/oxfunc_core/src/functions/varpa_fn.rs","4","CalcValue/CoreValue","W099-008,W099-012,W099-015","Dispatch and kernel inputs/returns migrate to CalcValue/CoreValue; final type deletion in W099-015.","Native semantic value carrier residue."
"EvalValue","crates/oxfunc_core/src/functions/vhlookup_family.rs","53","CalcValue/CoreValue","W099-008,W099-012,W099-015","Dispatch and kernel inputs/returns migrate to CalcValue/CoreValue; final type deletion in W099-015.","Native semantic value carrier residue."
"EvalValue","crates/oxfunc_core/src/functions/web_text_xml_family.rs","14","CalcValue/CoreValue","W099-008,W099-012,W099-015","Dispatch and kernel inputs/returns migrate to CalcValue/CoreValue; final type deletion in W099-015.","Native semantic value carrier residue."
"EvalValue","crates/oxfunc_core/src/functions/workday_networkdays_family.rs","31","CalcValue/CoreValue","W099-008,W099-012,W099-015","Dispatch and kernel inputs/returns migrate to CalcValue/CoreValue; final type deletion in W099-015.","Native semantic value carrier residue."
"EvalValue","crates/oxfunc_core/src/functions/xlookup.rs","122","CalcValue/CoreValue","W099-008,W099-012,W099-015","Dispatch and kernel inputs/returns migrate to CalcValue/CoreValue; final type deletion in W099-015.","Native semantic value carrier residue."
"EvalValue","crates/oxfunc_core/src/functions/xmatch_surface.rs","42","CalcValue/CoreValue","W099-008,W099-012,W099-015","Dispatch and kernel inputs/returns migrate to CalcValue/CoreValue; final type deletion in W099-015.","Native semantic value carrier residue."
"EvalValue","crates/oxfunc_core/src/functions/xmatch.rs","27","CalcValue/CoreValue","W099-008,W099-012,W099-015","Dispatch and kernel inputs/returns migrate to CalcValue/CoreValue; final type deletion in W099-015.","Native semantic value carrier residue."
"EvalValue","crates/oxfunc_core/src/functions/xor_fn.rs","15","CalcValue/CoreValue","W099-008,W099-012,W099-015","Dispatch and kernel inputs/returns migrate to CalcValue/CoreValue; final type deletion in W099-015.","Native semantic value carrier residue."
"EvalValue","crates/oxfunc_core/src/host_info.rs","6","CalcValue/CoreValue","W099-008,W099-012,W099-015","Dispatch and kernel inputs/returns migrate to CalcValue/CoreValue; final type deletion in W099-015.","Native semantic value carrier residue."
"EvalValue","crates/oxfunc_core/src/resolver.rs","27","CalcValue/CoreValue","W099-008,W099-012,W099-015","Dispatch and kernel inputs/returns migrate to CalcValue/CoreValue; final type deletion in W099-015.","Native semantic value carrier residue."
"EvalValue","crates/oxfunc_core/tests/direct_call_array_input_seams_integration.rs","19","CalcValue/CoreValue","W099-008,W099-012,W099-015","Dispatch and kernel inputs/returns migrate to CalcValue/CoreValue; final type deletion in W099-015.","Native semantic value carrier residue."
"EvalValue","crates/oxfunc_core/tests/oxfml_grouped_aggregation_adapter_integration.rs","3","CalcValue/CoreValue","W099-008,W099-012,W099-015","Dispatch and kernel inputs/returns migrate to CalcValue/CoreValue; final type deletion in W099-015.","Native semantic value carrier residue."
"EvalValue","crates/oxfunc_core/tests/oxfml_image_return_carrier_integration.rs","2","CalcValue/CoreValue","W099-008,W099-012,W099-015","Dispatch and kernel inputs/returns migrate to CalcValue/CoreValue; final type deletion in W099-015.","Native semantic value carrier residue."
"EvalValue","crates/oxfunc_core/tests/oxfml_registered_external_interface_integration.rs","16","CalcValue/CoreValue","W099-008,W099-012,W099-015","Dispatch and kernel inputs/returns migrate to CalcValue/CoreValue; final type deletion in W099-015.","Native semantic value carrier residue."
"EvalValue","crates/oxfunc_core/tests/oxfml_seam_integration.rs","35","CalcValue/CoreValue","W099-008,W099-012,W099-015","Dispatch and kernel inputs/returns migrate to CalcValue/CoreValue; final type deletion in W099-015.","Native semantic value carrier residue."
"EvalValue","crates/oxfunc_core/tests/structured_table_reference_guardrails.rs","42","CalcValue/CoreValue","W099-008,W099-012,W099-015","Dispatch and kernel inputs/returns migrate to CalcValue/CoreValue; final type deletion in W099-015.","Native semantic value carrier residue."
"EvalValue","crates/oxfunc_value_types/src/lib.rs","23","CalcValue/CoreValue","W099-008,W099-012,W099-015","Dispatch and kernel inputs/returns migrate to CalcValue/CoreValue; final type deletion in W099-015.","Native semantic value carrier residue."
"CallArgValue","crates/oxfunc_core/examples/w29_finance_probe.rs","6","CalcValue","W099-005,W099-015","Function call boundary maps omitted/empty/reference/evaluated cases to CalcValue.core; final type deletion in W099-015.","No final CalcArg wrapper unless audited counterexample appears."
"CallArgValue","crates/oxfunc_core/examples/w37_xirr_large_root_probe.rs","4","CalcValue","W099-005,W099-015","Function call boundary maps omitted/empty/reference/evaluated cases to CalcValue.core; final type deletion in W099-015.","No final CalcArg wrapper unless audited counterexample appears."
"CallArgValue","crates/oxfunc_core/examples/w87_xirr_adjacent_probe.rs","4","CalcValue","W099-005,W099-015","Function call boundary maps omitted/empty/reference/evaluated cases to CalcValue.core; final type deletion in W099-015.","No final CalcArg wrapper unless audited counterexample appears."
"CallArgValue","crates/oxfunc_core/src/coercion.rs","15","CalcValue","W099-005,W099-015","Function call boundary maps omitted/empty/reference/evaluated cases to CalcValue.core; final type deletion in W099-015.","No final CalcArg wrapper unless audited counterexample appears."
"CallArgValue","crates/oxfunc_core/src/function_call.rs","20","CalcValue","W099-005,W099-015","Function call boundary maps omitted/empty/reference/evaluated cases to CalcValue.core; final type deletion in W099-015.","No final CalcArg wrapper unless audited counterexample appears."
"CallArgValue","crates/oxfunc_core/src/functions/abs.rs","16","CalcValue","W099-005,W099-015","Function call boundary maps omitted/empty/reference/evaluated cases to CalcValue.core; final type deletion in W099-015.","No final CalcArg wrapper unless audited counterexample appears."
"CallArgValue","crates/oxfunc_core/src/functions/acos.rs","1","CalcValue","W099-005,W099-015","Function call boundary maps omitted/empty/reference/evaluated cases to CalcValue.core; final type deletion in W099-015.","No final CalcArg wrapper unless audited counterexample appears."
"CallArgValue","crates/oxfunc_core/src/functions/acosh.rs","1","CalcValue","W099-005,W099-015","Function call boundary maps omitted/empty/reference/evaluated cases to CalcValue.core; final type deletion in W099-015.","No final CalcArg wrapper unless audited counterexample appears."
"CallArgValue","crates/oxfunc_core/src/functions/acot.rs","1","CalcValue","W099-005,W099-015","Function call boundary maps omitted/empty/reference/evaluated cases to CalcValue.core; final type deletion in W099-015.","No final CalcArg wrapper unless audited counterexample appears."
"CallArgValue","crates/oxfunc_core/src/functions/acoth.rs","1","CalcValue","W099-005,W099-015","Function call boundary maps omitted/empty/reference/evaluated cases to CalcValue.core; final type deletion in W099-015.","No final CalcArg wrapper unless audited counterexample appears."
"CallArgValue","crates/oxfunc_core/src/functions/adapters.rs","41","CalcValue","W099-005,W099-015","Function call boundary maps omitted/empty/reference/evaluated cases to CalcValue.core; final type deletion in W099-015.","No final CalcArg wrapper unless audited counterexample appears."
"CallArgValue","crates/oxfunc_core/src/functions/amor_depreciation_family.rs","8","CalcValue","W099-005,W099-015","Function call boundary maps omitted/empty/reference/evaluated cases to CalcValue.core; final type deletion in W099-015.","No final CalcArg wrapper unless audited counterexample appears."
"CallArgValue","crates/oxfunc_core/src/functions/and_fn.rs","11","CalcValue","W099-005,W099-015","Function call boundary maps omitted/empty/reference/evaluated cases to CalcValue.core; final type deletion in W099-015.","No final CalcArg wrapper unless audited counterexample appears."
"CallArgValue","crates/oxfunc_core/src/functions/arabic_fn.rs","2","CalcValue","W099-005,W099-015","Function call boundary maps omitted/empty/reference/evaluated cases to CalcValue.core; final type deletion in W099-015.","No final CalcArg wrapper unless audited counterexample appears."
"CallArgValue","crates/oxfunc_core/src/functions/array_text_split_family.rs","12","CalcValue","W099-005,W099-015","Function call boundary maps omitted/empty/reference/evaluated cases to CalcValue.core; final type deletion in W099-015.","No final CalcArg wrapper unless audited counterexample appears."
"CallArgValue","crates/oxfunc_core/src/functions/asin.rs","5","CalcValue","W099-005,W099-015","Function call boundary maps omitted/empty/reference/evaluated cases to CalcValue.core; final type deletion in W099-015.","No final CalcArg wrapper unless audited counterexample appears."
"CallArgValue","crates/oxfunc_core/src/functions/asinh.rs","1","CalcValue","W099-005,W099-015","Function call boundary maps omitted/empty/reference/evaluated cases to CalcValue.core; final type deletion in W099-015.","No final CalcArg wrapper unless audited counterexample appears."
"CallArgValue","crates/oxfunc_core/src/functions/atan.rs","1","CalcValue","W099-005,W099-015","Function call boundary maps omitted/empty/reference/evaluated cases to CalcValue.core; final type deletion in W099-015.","No final CalcArg wrapper unless audited counterexample appears."
"CallArgValue","crates/oxfunc_core/src/functions/atan2.rs","6","CalcValue","W099-005,W099-015","Function call boundary maps omitted/empty/reference/evaluated cases to CalcValue.core; final type deletion in W099-015.","No final CalcArg wrapper unless audited counterexample appears."
"CallArgValue","crates/oxfunc_core/src/functions/atanh.rs","1","CalcValue","W099-005,W099-015","Function call boundary maps omitted/empty/reference/evaluated cases to CalcValue.core; final type deletion in W099-015.","No final CalcArg wrapper unless audited counterexample appears."
"CallArgValue","crates/oxfunc_core/src/functions/avedev_fn.rs","5","CalcValue","W099-005,W099-015","Function call boundary maps omitted/empty/reference/evaluated cases to CalcValue.core; final type deletion in W099-015.","No final CalcArg wrapper unless audited counterexample appears."
"CallArgValue","crates/oxfunc_core/src/functions/average.rs","10","CalcValue","W099-005,W099-015","Function call boundary maps omitted/empty/reference/evaluated cases to CalcValue.core; final type deletion in W099-015.","No final CalcArg wrapper unless audited counterexample appears."
"CallArgValue","crates/oxfunc_core/src/functions/averagea_fn.rs","6","CalcValue","W099-005,W099-015","Function call boundary maps omitted/empty/reference/evaluated cases to CalcValue.core; final type deletion in W099-015.","No final CalcArg wrapper unless audited counterexample appears."
"CallArgValue","crates/oxfunc_core/src/functions/base_fn.rs","4","CalcValue","W099-005,W099-015","Function call boundary maps omitted/empty/reference/evaluated cases to CalcValue.core; final type deletion in W099-015.","No final CalcArg wrapper unless audited counterexample appears."
"CallArgValue","crates/oxfunc_core/src/functions/bessel_convert_family.rs","6","CalcValue","W099-005,W099-015","Function call boundary maps omitted/empty/reference/evaluated cases to CalcValue.core; final type deletion in W099-015.","No final CalcArg wrapper unless audited counterexample appears."
"CallArgValue","crates/oxfunc_core/src/functions/beta_gamma_stats_family.rs","14","CalcValue","W099-005,W099-015","Function call boundary maps omitted/empty/reference/evaluated cases to CalcValue.core; final type deletion in W099-015.","No final CalcArg wrapper unless audited counterexample appears."
"CallArgValue","crates/oxfunc_core/src/functions/binary_numeric.rs","16","CalcValue","W099-005,W099-015","Function call boundary maps omitted/empty/reference/evaluated cases to CalcValue.core; final type deletion in W099-015.","No final CalcArg wrapper unless audited counterexample appears."
"CallArgValue","crates/oxfunc_core/src/functions/bitand_fn.rs","1","CalcValue","W099-005,W099-015","Function call boundary maps omitted/empty/reference/evaluated cases to CalcValue.core; final type deletion in W099-015.","No final CalcArg wrapper unless audited counterexample appears."
"CallArgValue","crates/oxfunc_core/src/functions/bitlshift_fn.rs","1","CalcValue","W099-005,W099-015","Function call boundary maps omitted/empty/reference/evaluated cases to CalcValue.core; final type deletion in W099-015.","No final CalcArg wrapper unless audited counterexample appears."
"CallArgValue","crates/oxfunc_core/src/functions/bitor_fn.rs","1","CalcValue","W099-005,W099-015","Function call boundary maps omitted/empty/reference/evaluated cases to CalcValue.core; final type deletion in W099-015.","No final CalcArg wrapper unless audited counterexample appears."
"CallArgValue","crates/oxfunc_core/src/functions/bitrshift_fn.rs","1","CalcValue","W099-005,W099-015","Function call boundary maps omitted/empty/reference/evaluated cases to CalcValue.core; final type deletion in W099-015.","No final CalcArg wrapper unless audited counterexample appears."
"CallArgValue","crates/oxfunc_core/src/functions/bitxor_fn.rs","1","CalcValue","W099-005,W099-015","Function call boundary maps omitted/empty/reference/evaluated cases to CalcValue.core; final type deletion in W099-015.","No final CalcArg wrapper unless audited counterexample appears."
"CallArgValue","crates/oxfunc_core/src/functions/bond_core_family.rs","14","CalcValue","W099-005,W099-015","Function call boundary maps omitted/empty/reference/evaluated cases to CalcValue.core; final type deletion in W099-015.","No final CalcArg wrapper unless audited counterexample appears."
"CallArgValue","crates/oxfunc_core/src/functions/call_register_id_family.rs","15","CalcValue","W099-005,W099-015","Function call boundary maps omitted/empty/reference/evaluated cases to CalcValue.core; final type deletion in W099-015.","No final CalcArg wrapper unless audited counterexample appears."
"CallArgValue","crates/oxfunc_core/src/functions/callable_helpers.rs","27","CalcValue","W099-005,W099-015","Function call boundary maps omitted/empty/reference/evaluated cases to CalcValue.core; final type deletion in W099-015.","No final CalcArg wrapper unless audited counterexample appears."
"CallArgValue","crates/oxfunc_core/src/functions/cashflow_rate_family.rs","21","CalcValue","W099-005,W099-015","Function call boundary maps omitted/empty/reference/evaluated cases to CalcValue.core; final type deletion in W099-015.","No final CalcArg wrapper unless audited counterexample appears."
"CallArgValue","crates/oxfunc_core/src/functions/ceiling_floor_family.rs","11","CalcValue","W099-005,W099-015","Function call boundary maps omitted/empty/reference/evaluated cases to CalcValue.core; final type deletion in W099-015.","No final CalcArg wrapper unless audited counterexample appears."
"CallArgValue","crates/oxfunc_core/src/functions/cell.rs","10","CalcValue","W099-005,W099-015","Function call boundary maps omitted/empty/reference/evaluated cases to CalcValue.core; final type deletion in W099-015.","No final CalcArg wrapper unless audited counterexample appears."
"CallArgValue","crates/oxfunc_core/src/functions/chi_f_t_family.rs","20","CalcValue","W099-005,W099-015","Function call boundary maps omitted/empty/reference/evaluated cases to CalcValue.core; final type deletion in W099-015.","No final CalcArg wrapper unless audited counterexample appears."
"CallArgValue","crates/oxfunc_core/src/functions/choose_ifs_family.rs","23","CalcValue","W099-005,W099-015","Function call boundary maps omitted/empty/reference/evaluated cases to CalcValue.core; final type deletion in W099-015.","No final CalcArg wrapper unless audited counterexample appears."
"CallArgValue","crates/oxfunc_core/src/functions/clean_fn.rs","3","CalcValue","W099-005,W099-015","Function call boundary maps omitted/empty/reference/evaluated cases to CalcValue.core; final type deletion in W099-015.","No final CalcArg wrapper unless audited counterexample appears."
"CallArgValue","crates/oxfunc_core/src/functions/column_fn.rs","9","CalcValue","W099-005,W099-015","Function call boundary maps omitted/empty/reference/evaluated cases to CalcValue.core; final type deletion in W099-015.","No final CalcArg wrapper unless audited counterexample appears."
"CallArgValue","crates/oxfunc_core/src/functions/columns_fn.rs","12","CalcValue","W099-005,W099-015","Function call boundary maps omitted/empty/reference/evaluated cases to CalcValue.core; final type deletion in W099-015.","No final CalcArg wrapper unless audited counterexample appears."
"CallArgValue","crates/oxfunc_core/src/functions/combin.rs","1","CalcValue","W099-005,W099-015","Function call boundary maps omitted/empty/reference/evaluated cases to CalcValue.core; final type deletion in W099-015.","No final CalcArg wrapper unless audited counterexample appears."
"CallArgValue","crates/oxfunc_core/src/functions/combina.rs","1","CalcValue","W099-005,W099-015","Function call boundary maps omitted/empty/reference/evaluated cases to CalcValue.core; final type deletion in W099-015.","No final CalcArg wrapper unless audited counterexample appears."
"CallArgValue","crates/oxfunc_core/src/functions/complex_family.rs","38","CalcValue","W099-005,W099-015","Function call boundary maps omitted/empty/reference/evaluated cases to CalcValue.core; final type deletion in W099-015.","No final CalcArg wrapper unless audited counterexample appears."
"CallArgValue","crates/oxfunc_core/src/functions/concat_family.rs","10","CalcValue","W099-005,W099-015","Function call boundary maps omitted/empty/reference/evaluated cases to CalcValue.core; final type deletion in W099-015.","No final CalcArg wrapper unless audited counterexample appears."
"CallArgValue","crates/oxfunc_core/src/functions/confidence_test_family.rs","13","CalcValue","W099-005,W099-015","Function call boundary maps omitted/empty/reference/evaluated cases to CalcValue.core; final type deletion in W099-015.","No final CalcArg wrapper unless audited counterexample appears."
"CallArgValue","crates/oxfunc_core/src/functions/correl_fn.rs","2","CalcValue","W099-005,W099-015","Function call boundary maps omitted/empty/reference/evaluated cases to CalcValue.core; final type deletion in W099-015.","No final CalcArg wrapper unless audited counterexample appears."
"CallArgValue","crates/oxfunc_core/src/functions/cos.rs","1","CalcValue","W099-005,W099-015","Function call boundary maps omitted/empty/reference/evaluated cases to CalcValue.core; final type deletion in W099-015.","No final CalcArg wrapper unless audited counterexample appears."
"CallArgValue","crates/oxfunc_core/src/functions/cosh.rs","1","CalcValue","W099-005,W099-015","Function call boundary maps omitted/empty/reference/evaluated cases to CalcValue.core; final type deletion in W099-015.","No final CalcArg wrapper unless audited counterexample appears."
"CallArgValue","crates/oxfunc_core/src/functions/cot.rs","1","CalcValue","W099-005,W099-015","Function call boundary maps omitted/empty/reference/evaluated cases to CalcValue.core; final type deletion in W099-015.","No final CalcArg wrapper unless audited counterexample appears."
"CallArgValue","crates/oxfunc_core/src/functions/coth.rs","1","CalcValue","W099-005,W099-015","Function call boundary maps omitted/empty/reference/evaluated cases to CalcValue.core; final type deletion in W099-015.","No final CalcArg wrapper unless audited counterexample appears."
"CallArgValue","crates/oxfunc_core/src/functions/count.rs","12","CalcValue","W099-005,W099-015","Function call boundary maps omitted/empty/reference/evaluated cases to CalcValue.core; final type deletion in W099-015.","No final CalcArg wrapper unless audited counterexample appears."
"CallArgValue","crates/oxfunc_core/src/functions/counta.rs","10","CalcValue","W099-005,W099-015","Function call boundary maps omitted/empty/reference/evaluated cases to CalcValue.core; final type deletion in W099-015.","No final CalcArg wrapper unless audited counterexample appears."
"CallArgValue","crates/oxfunc_core/src/functions/countblank_fn.rs","11","CalcValue","W099-005,W099-015","Function call boundary maps omitted/empty/reference/evaluated cases to CalcValue.core; final type deletion in W099-015.","No final CalcArg wrapper unless audited counterexample appears."
"CallArgValue","crates/oxfunc_core/src/functions/coupon_family.rs","10","CalcValue","W099-005,W099-015","Function call boundary maps omitted/empty/reference/evaluated cases to CalcValue.core; final type deletion in W099-015.","No final CalcArg wrapper unless audited counterexample appears."
"CallArgValue","crates/oxfunc_core/src/functions/covariance_p_fn.rs","2","CalcValue","W099-005,W099-015","Function call boundary maps omitted/empty/reference/evaluated cases to CalcValue.core; final type deletion in W099-015.","No final CalcArg wrapper unless audited counterexample appears."
"CallArgValue","crates/oxfunc_core/src/functions/covariance_s_fn.rs","2","CalcValue","W099-005,W099-015","Function call boundary maps omitted/empty/reference/evaluated cases to CalcValue.core; final type deletion in W099-015.","No final CalcArg wrapper unless audited counterexample appears."
"CallArgValue","crates/oxfunc_core/src/functions/criteria_family.rs","42","CalcValue","W099-005,W099-015","Function call boundary maps omitted/empty/reference/evaluated cases to CalcValue.core; final type deletion in W099-015.","No final CalcArg wrapper unless audited counterexample appears."
"CallArgValue","crates/oxfunc_core/src/functions/csc.rs","1","CalcValue","W099-005,W099-015","Function call boundary maps omitted/empty/reference/evaluated cases to CalcValue.core; final type deletion in W099-015.","No final CalcArg wrapper unless audited counterexample appears."
"CallArgValue","crates/oxfunc_core/src/functions/csch.rs","1","CalcValue","W099-005,W099-015","Function call boundary maps omitted/empty/reference/evaluated cases to CalcValue.core; final type deletion in W099-015.","No final CalcArg wrapper unless audited counterexample appears."
"CallArgValue","crates/oxfunc_core/src/functions/cumulative_finance_family.rs","4","CalcValue","W099-005,W099-015","Function call boundary maps omitted/empty/reference/evaluated cases to CalcValue.core; final type deletion in W099-015.","No final CalcArg wrapper unless audited counterexample appears."
"CallArgValue","crates/oxfunc_core/src/functions/database_family.rs","31","CalcValue","W099-005,W099-015","Function call boundary maps omitted/empty/reference/evaluated cases to CalcValue.core; final type deletion in W099-015.","No final CalcArg wrapper unless audited counterexample appears."
"CallArgValue","crates/oxfunc_core/src/functions/date_fn.rs","29","CalcValue","W099-005,W099-015","Function call boundary maps omitted/empty/reference/evaluated cases to CalcValue.core; final type deletion in W099-015.","No final CalcArg wrapper unless audited counterexample appears."
"CallArgValue","crates/oxfunc_core/src/functions/date_parts_family.rs","28","CalcValue","W099-005,W099-015","Function call boundary maps omitted/empty/reference/evaluated cases to CalcValue.core; final type deletion in W099-015.","No final CalcArg wrapper unless audited counterexample appears."
"CallArgValue","crates/oxfunc_core/src/functions/date_value_family.rs","14","CalcValue","W099-005,W099-015","Function call boundary maps omitted/empty/reference/evaluated cases to CalcValue.core; final type deletion in W099-015.","No final CalcArg wrapper unless audited counterexample appears."
"CallArgValue","crates/oxfunc_core/src/functions/date_week_family.rs","6","CalcValue","W099-005,W099-015","Function call boundary maps omitted/empty/reference/evaluated cases to CalcValue.core; final type deletion in W099-015.","No final CalcArg wrapper unless audited counterexample appears."
"CallArgValue","crates/oxfunc_core/src/functions/decimal_fn.rs","2","CalcValue","W099-005,W099-015","Function call boundary maps omitted/empty/reference/evaluated cases to CalcValue.core; final type deletion in W099-015.","No final CalcArg wrapper unless audited counterexample appears."
